-1.20E-01,-4.00E-03,3.20E-02
-1.20E-01,-4.00E-03,3.20E-02
-1.19E-01,0.00E+00,3.20E-02
-1.19E-01,0.00E+00,4.00E-02
-1.18E-01,-4.00E-03,4.00E-02
-1.18E-01,-4.00E-03,4.00E-02
-1.18E-01,-4.00E-03,4.00E-02
-1.17E-01,-1.20E-02,4.00E-02
-1.17E-01,-4.00E-03,4.00E-02
-1.16E-01,0.00E+00,4.00E-02
-1.16E-01,-4.00E-03,4.00E-02
-1.16E-01,-4.00E-03,4.00E-02
-1.15E-01,0.00E+00,4.00E-02
-1.15E-01,-4.00E-03,4.80E-02
-1.14E-01,-1.20E-02,4.00E-02
-1.14E-01,-4.00E-03,4.00E-02
-1.14E-01,0.00E+00,4.00E-02
-1.13E-01,-4.00E-03,4.00E-02
-1.13E-01,-4.00E-03,4.00E-02
-1.12E-01,-4.00E-03,4.00E-02
-1.12E-01,-4.00E-03,4.80E-02
-1.12E-01,-4.00E-03,4.00E-02
-1.11E-01,-4.00E-03,4.00E-02
-1.11E-01,0.00E+00,4.80E-02
-1.10E-01,-4.00E-03,4.00E-02
-1.10E-01,-4.00E-03,4.00E-02
-1.10E-01,-4.00E-03,4.00E-02
-1.09E-01,-1.20E-02,4.00E-02
-1.09E-01,-1.20E-02,4.00E-02
-1.08E-01,-4.00E-03,4.00E-02
-1.08E-01,-4.00E-03,4.00E-02
-1.08E-01,-4.00E-03,4.00E-02
-1.07E-01,-1.20E-02,4.00E-02
-1.07E-01,-1.20E-02,4.00E-02
-1.06E-01,-1.20E-02,4.00E-02
-1.06E-01,-4.00E-03,4.00E-02
-1.06E-01,-4.00E-03,4.00E-02
-1.05E-01,-4.00E-03,4.00E-02
-1.05E-01,-1.20E-02,4.00E-02
-1.04E-01,-1.20E-02,4.00E-02
-1.04E-01,-1.60E-02,4.00E-02
-1.04E-01,-4.00E-03,4.00E-02
-1.03E-01,-4.00E-03,4.00E-02
-1.03E-01,-4.00E-03,4.00E-02
-1.02E-01,-1.20E-02,4.00E-02
-1.02E-01,-1.20E-02,4.00E-02
-1.02E-01,-4.00E-03,4.00E-02
-1.01E-01,-4.00E-03,4.00E-02
-1.01E-01,5.20E-02,4.00E-02
-1.00E-01,6.00E-02,2.40E-02
-1.00E-01,5.60E-02,3.20E-02
-9.96E-02,6.00E-02,1.60E-02
-9.92E-02,5.60E-02,1.60E-02
-9.88E-02,6.00E-02,8.00E-03
-9.84E-02,5.60E-02,0.00E+00
-9.80E-02,5.60E-02,-4.80E-02
-9.76E-02,6.00E-02,-4.80E-02
-9.72E-02,5.60E-02,-4.00E-02
-9.68E-02,5.60E-02,-4.00E-02
-9.64E-02,5.60E-02,-3.20E-02
-9.60E-02,5.60E-02,-1.60E-02
-9.56E-02,5.60E-02,-2.40E-02
-9.52E-02,5.60E-02,-1.60E-02
-9.48E-02,6.00E-02,-8.00E-03
