X,CH1,CH2,
Second,Volt,Volt,
-5.1459998e-02,-4.60000e+00,-2.80000e-01,
-5.1440001e-02,-4.60000e+00,1.20000e-01,
-5.1419999e-02,-4.60000e+00,9.60000e-02,
-5.1399998e-02,-4.60000e+00,-6.40000e-02,
-5.1379997e-02,-4.60000e+00,3.20000e-02,
-5.1360000e-02,-4.60000e+00,4.00000e-02,
-5.1339999e-02,-4.60000e+00,0.00000e+00,
-5.1319998e-02,-4.60000e+00,3.20000e-02,
-5.1300000e-02,-4.60000e+00,3.20000e-02,
-5.1279999e-02,-4.60000e+00,0.00000e+00,
-5.1259998e-02,-4.60000e+00,1.60000e-02,
-5.1239997e-02,-4.60000e+00,3.20000e-02,
-5.1220000e-02,-4.60000e+00,1.60000e-02,
-5.1199999e-02,-4.60000e+00,0.00000e+00,
-5.1179998e-02,-4.60000e+00,2.40000e-02,
-5.1160000e-02,-4.60000e+00,2.40000e-02,
-5.1139999e-02,-4.60000e+00,1.60000e-02,
-5.1119998e-02,-4.60000e+00,1.60000e-02,
-5.1099997e-02,-4.60000e+00,8.00000e-03,
-5.1080000e-02,-4.60000e+00,-1.52000e-01,
-5.1059999e-02,-4.60000e+00,-2.96000e-01,
-5.1039997e-02,-4.60000e+00,1.60000e-01,
-5.1020000e-02,-4.60000e+00,8.00000e-02,
-5.0999999e-02,-4.60000e+00,-8.80000e-02,
-5.0979998e-02,-4.60000e+00,3.20000e-02,
-5.0959997e-02,-4.60000e+00,4.00000e-02,
-5.0940000e-02,-4.60000e+00,0.00000e+00,
-5.0919998e-02,-4.60000e+00,1.60000e-02,
-5.0899997e-02,-4.60000e+00,2.40000e-02,
-5.0880000e-02,-4.60000e+00,-8.00000e-03,
-5.0859999e-02,-4.60000e+00,-1.60000e-01,
-5.0839998e-02,-4.60000e+00,-4.00000e-01,
-5.0820000e-02,-4.60000e+00,6.40000e-02,
-5.0799999e-02,-4.60000e+00,2.16000e-01,
-5.0779998e-02,-4.60000e+00,-9.60000e-02,
-5.0759997e-02,-4.60000e+00,-8.00000e-03,
-5.0740000e-02,-4.60000e+00,7.20000e-02,
-5.0719999e-02,-4.60000e+00,-1.60000e-02,
-5.0699998e-02,-4.60000e+00,0.00000e+00,
-5.0680000e-02,-4.60000e+00,3.20000e-02,
-5.0659999e-02,-4.60000e+00,-1.60000e-02,
-5.0639998e-02,-4.60000e+00,-1.76000e-01,
-5.0619997e-02,-4.60000e+00,-4.32000e-01,
-5.0600000e-02,-4.60000e+00,-3.92000e-01,
-5.0579999e-02,-4.60000e+00,1.44000e-01,
-5.0559998e-02,-4.60000e+00,1.20000e-01,
-5.0540000e-02,-4.60000e+00,-1.20000e-01,
-5.0519999e-02,-4.60000e+00,2.40000e-02,
-5.0499998e-02,-4.60000e+00,6.40000e-02,
-5.0479997e-02,-4.60000e+00,-8.00000e-03,
-5.0460000e-02,-4.60000e+00,1.60000e-02,
-5.0439999e-02,-4.60000e+00,3.20000e-02,
-5.0419997e-02,-4.60000e+00,1.60000e-02,
-5.0400000e-02,-4.60000e+00,8.00000e-03,
-5.0379999e-02,-4.60000e+00,8.00000e-03,
-5.0359998e-02,-4.60000e+00,0.00000e+00,
-5.0340001e-02,-4.60000e+00,0.00000e+00,
-5.0319999e-02,-4.60000e+00,0.00000e+00,
-5.0299998e-02,-4.60000e+00,0.00000e+00,
-5.0279997e-02,-4.60000e+00,0.00000e+00,
-5.0260000e-02,-4.60000e+00,1.60000e-02,
-5.0239999e-02,-4.60000e+00,1.60000e-02,
-5.0219998e-02,-4.60000e+00,1.60000e-02,
-5.0200000e-02,-4.60000e+00,1.60000e-02,
-5.0179999e-02,-4.60000e+00,0.00000e+00,
-5.0159998e-02,-4.60000e+00,-1.60000e-02,
-5.0139997e-02,-4.60000e+00,-2.40000e-02,
-5.0120000e-02,-4.60000e+00,-4.80000e-02,
-5.0099999e-02,-4.60000e+00,-1.20000e-01,
-5.0079998e-02,-4.60000e+00,-2.32000e-01,
-5.0060000e-02,-4.60000e+00,-1.28000e-01,
-5.0039999e-02,-4.60000e+00,6.40000e-02,
-5.0019998e-02,-4.60000e+00,1.60000e-02,
-4.9999997e-02,-4.60000e+00,-1.60000e-02,
-4.9980000e-02,-4.60000e+00,2.40000e-02,
-4.9959999e-02,-4.60000e+00,0.00000e+00,
-4.9939997e-02,-4.60000e+00,-2.40000e-02,
-4.9920000e-02,-4.60000e+00,-3.20000e-02,
-4.9899999e-02,-4.60000e+00,-4.00000e-02,
-4.9879998e-02,-4.60000e+00,-6.40000e-02,
-4.9859997e-02,-4.60000e+00,-1.44000e-01,
-4.9840000e-02,-4.60000e+00,-2.08000e-01,
-4.9819998e-02,-4.60000e+00,-1.04000e-01,
-4.9799997e-02,-4.60000e+00,-3.20000e-02,
-4.9780000e-02,-4.60000e+00,-1.04000e-01,
-4.9759999e-02,-4.60000e+00,-2.56000e-01,
-4.9739998e-02,-4.60000e+00,-4.08000e-01,
-4.9720000e-02,-4.60000e+00,-4.16000e-01,
-4.9699999e-02,-4.60000e+00,-3.84000e-01,
-4.9679998e-02,-4.60000e+00,-3.84000e-01,
-4.9659997e-02,-4.60000e+00,-3.92000e-01,
-4.9640000e-02,-4.60000e+00,8.80000e-02,
-4.9619999e-02,-4.60000e+00,1.36000e-01,
-4.9599998e-02,-4.60000e+00,-1.04000e-01,
-4.9580000e-02,-4.60000e+00,0.00000e+00,
-4.9559999e-02,-4.60000e+00,4.80000e-02,
-4.9539998e-02,-4.60000e+00,-2.40000e-02,
-4.9519997e-02,-4.60000e+00,-1.60000e-02,
-4.9500000e-02,-4.60000e+00,0.00000e+00,
-4.9479999e-02,-4.60000e+00,-1.60000e-02,
-4.9459998e-02,-4.60000e+00,-8.00000e-03,
-4.9440000e-02,-4.60000e+00,0.00000e+00,
-4.9419999e-02,-4.60000e+00,1.60000e-02,
-4.9399998e-02,-4.60000e+00,1.60000e-02,
-4.9379997e-02,-4.60000e+00,2.40000e-02,
-4.9360000e-02,-4.60000e+00,1.60000e-02,
-4.9339999e-02,-4.60000e+00,2.40000e-02,
-4.9319997e-02,-4.60000e+00,2.40000e-02,
-4.9300000e-02,-4.60000e+00,2.40000e-02,
-4.9279999e-02,-4.60000e+00,2.40000e-02,
-4.9259998e-02,-4.60000e+00,2.40000e-02,
-4.9240001e-02,-4.60000e+00,1.60000e-02,
-4.9219999e-02,-4.60000e+00,1.60000e-02,
-4.9199998e-02,-4.60000e+00,1.60000e-02,
-4.9179997e-02,-4.60000e+00,2.40000e-02,
-4.9160000e-02,-4.60000e+00,2.40000e-02,
-4.9139999e-02,-4.60000e+00,1.60000e-02,
-4.9119998e-02,-4.60000e+00,2.40000e-02,
-4.9100000e-02,-4.60000e+00,1.60000e-02,
-4.9079999e-02,-4.60000e+00,1.60000e-02,
-4.9059998e-02,-4.60000e+00,1.60000e-02,
-4.9039997e-02,-4.60000e+00,1.60000e-02,
-4.9020000e-02,-4.60000e+00,1.60000e-02,
-4.8999999e-02,-4.60000e+00,1.60000e-02,
-4.8979998e-02,-4.60000e+00,1.60000e-02,
-4.8960000e-02,-4.60000e+00,8.00000e-03,
-4.8939999e-02,-4.60000e+00,1.60000e-02,
-4.8919998e-02,-4.60000e+00,1.60000e-02,
-4.8899997e-02,-4.60000e+00,1.60000e-02,
-4.8880000e-02,-4.60000e+00,8.00000e-03,
-4.8859999e-02,-4.60000e+00,1.60000e-02,
-4.8839998e-02,-4.60000e+00,2.40000e-02,
-4.8820000e-02,-4.60000e+00,1.60000e-02,
-4.8799999e-02,-4.60000e+00,2.40000e-02,
-4.8779998e-02,-4.60000e+00,1.60000e-02,
-4.8760001e-02,-4.60000e+00,2.40000e-02,
-4.8740000e-02,-4.60000e+00,1.60000e-02,
-4.8719998e-02,-4.60000e+00,1.60000e-02,
-4.8699997e-02,-4.60000e+00,2.40000e-02,
-4.8680000e-02,-4.60000e+00,1.60000e-02,
-4.8659999e-02,-4.60000e+00,2.40000e-02,
-4.8639998e-02,-4.60000e+00,2.40000e-02,
-4.8620000e-02,-4.60000e+00,2.40000e-02,
-4.8599999e-02,-4.60000e+00,2.40000e-02,
-4.8579998e-02,-4.60000e+00,2.40000e-02,
-4.8559997e-02,-4.60000e+00,2.40000e-02,
-4.8540000e-02,-4.60000e+00,1.60000e-02,
-4.8519999e-02,-4.60000e+00,2.40000e-02,
-4.8499998e-02,-4.60000e+00,2.40000e-02,
-4.8480000e-02,-4.60000e+00,2.40000e-02,
-4.8459999e-02,-4.60000e+00,2.40000e-02,
-4.8439998e-02,-4.60000e+00,2.40000e-02,
-4.8419997e-02,-4.60000e+00,2.40000e-02,
-4.8400000e-02,-4.60000e+00,2.40000e-02,
-4.8379999e-02,-4.60000e+00,2.40000e-02,
-4.8359998e-02,-4.60000e+00,2.40000e-02,
-4.8340000e-02,-4.60000e+00,2.40000e-02,
-4.8319999e-02,-4.60000e+00,2.40000e-02,
-4.8299998e-02,-4.60000e+00,1.60000e-02,
-4.8279997e-02,-4.60000e+00,1.60000e-02,
-4.8260000e-02,-4.60000e+00,1.60000e-02,
-4.8239999e-02,-4.60000e+00,1.60000e-02,
-4.8219997e-02,-4.60000e+00,8.00000e-03,
-4.8200000e-02,-4.60000e+00,8.00000e-03,
-4.8179999e-02,-4.52000e+00,0.00000e+00,
-4.8159998e-02,-4.52000e+00,0.00000e+00,
-4.8140001e-02,-4.48000e+00,-8.00000e-03,
-4.8119999e-02,-4.44000e+00,-1.60000e-02,
-4.8099998e-02,-4.44000e+00,-8.00000e-03,
-4.8079997e-02,-4.40000e+00,-8.00000e-03,
-4.8060000e-02,-4.36000e+00,-1.60000e-02,
-4.8039999e-02,-4.32000e+00,-8.00000e-03,
-4.8019998e-02,-4.32000e+00,8.00000e-03,
-4.8000000e-02,-4.28000e+00,8.00000e-03,
-4.7979999e-02,-4.28000e+00,8.00000e-03,
-4.7959998e-02,-4.28000e+00,1.60000e-02,
-4.7939997e-02,-4.20000e+00,8.00000e-03,
-4.7920000e-02,-4.20000e+00,0.00000e+00,
-4.7899999e-02,-4.16000e+00,-8.00000e-03,
-4.7879998e-02,-4.12000e+00,-1.60000e-02,
-4.7860000e-02,-4.12000e+00,-1.60000e-02,
-4.7839999e-02,-4.08000e+00,-8.00000e-03,
-4.7819998e-02,-4.04000e+00,0.00000e+00,
-4.7799997e-02,-4.04000e+00,-8.00000e-03,
-4.7780000e-02,-3.96000e+00,0.00000e+00,
-4.7759999e-02,-3.96000e+00,-8.00000e-03,
-4.7739998e-02,-3.96000e+00,0.00000e+00,
-4.7720000e-02,-3.92000e+00,8.00000e-03,
-4.7699999e-02,-3.88000e+00,1.60000e-02,
-4.7679998e-02,-3.88000e+00,1.60000e-02,
-4.7660001e-02,-3.80000e+00,2.40000e-02,
-4.7640000e-02,-3.80000e+00,2.40000e-02,
-4.7619998e-02,-3.80000e+00,2.40000e-02,
-4.7599997e-02,-3.72000e+00,2.40000e-02,
-4.7580000e-02,-3.72000e+00,1.60000e-02,
-4.7559999e-02,-3.72000e+00,2.40000e-02,
-4.7539998e-02,-3.64000e+00,2.40000e-02,
-4.7520000e-02,-3.64000e+00,2.40000e-02,
-4.7499999e-02,-3.64000e+00,2.40000e-02,
-4.7479998e-02,-3.56000e+00,2.40000e-02,
-4.7459997e-02,-3.56000e+00,2.40000e-02,
-4.7440000e-02,-3.56000e+00,2.40000e-02,
-4.7419999e-02,-3.48000e+00,2.40000e-02,
-4.7399998e-02,-3.48000e+00,2.40000e-02,
-4.7380000e-02,-3.48000e+00,2.40000e-02,
-4.7359999e-02,-3.48000e+00,2.40000e-02,
-4.7339998e-02,-3.40000e+00,2.40000e-02,
-4.7319997e-02,-3.36000e+00,2.40000e-02,
-4.7300000e-02,-3.32000e+00,2.40000e-02,
-4.7279999e-02,-3.32000e+00,2.40000e-02,
-4.7259998e-02,-3.32000e+00,1.60000e-02,
-4.7240000e-02,-3.24000e+00,2.40000e-02,
-4.7219999e-02,-3.24000e+00,2.40000e-02,
-4.7199998e-02,-3.24000e+00,2.40000e-02,
-4.7179997e-02,-3.20000e+00,2.40000e-02,
-4.7160000e-02,-3.16000e+00,1.60000e-02,
-4.7139999e-02,-3.16000e+00,2.40000e-02,
-4.7119997e-02,-3.12000e+00,1.60000e-02,
-4.7100000e-02,-3.08000e+00,2.40000e-02,
-4.7079999e-02,-3.08000e+00,2.40000e-02,
-4.7059998e-02,-3.04000e+00,2.40000e-02,
-4.7040001e-02,-3.00000e+00,2.40000e-02,
-4.7019999e-02,-2.96000e+00,2.40000e-02,
-4.6999998e-02,-2.92000e+00,2.40000e-02,
-4.6979997e-02,-2.92000e+00,2.40000e-02,
-4.6960000e-02,-2.84000e+00,2.40000e-02,
-4.6939999e-02,-2.84000e+00,1.60000e-02,
-4.6919998e-02,-2.84000e+00,2.40000e-02,
-4.6900000e-02,-2.84000e+00,1.60000e-02,
-4.6879999e-02,-2.76000e+00,2.40000e-02,
-4.6859998e-02,-2.76000e+00,1.60000e-02,
-4.6839997e-02,-2.72000e+00,8.00000e-03,
-4.6820000e-02,-2.68000e+00,1.60000e-02,
-4.6799999e-02,-2.68000e+00,1.60000e-02,
-4.6779998e-02,-2.64000e+00,1.60000e-02,
-4.6760000e-02,-2.60000e+00,1.60000e-02,
-4.6739999e-02,-2.56000e+00,1.60000e-02,
-4.6719998e-02,-2.56000e+00,1.60000e-02,
-4.6699997e-02,-2.52000e+00,8.00000e-03,
-4.6680000e-02,-2.48000e+00,1.60000e-02,
-4.6659999e-02,-2.48000e+00,0.00000e+00,
-4.6639998e-02,-2.40000e+00,-8.00000e-03,
-4.6620000e-02,-2.44000e+00,-8.00000e-03,
-4.6599999e-02,-2.40000e+00,-1.60000e-02,
-4.6579998e-02,-2.40000e+00,-1.60000e-02,
-4.6560001e-02,-2.36000e+00,-8.00000e-03,
-4.6540000e-02,-2.32000e+00,0.00000e+00,
-4.6519998e-02,-2.28000e+00,0.00000e+00,
-4.6499997e-02,-2.28000e+00,1.60000e-02,
-4.6480000e-02,-2.20000e+00,8.00000e-03,
-4.6459999e-02,-2.16000e+00,8.00000e-03,
-4.6439998e-02,-2.16000e+00,8.00000e-03,
-4.6420000e-02,-2.12000e+00,8.00000e-03,
-4.6399999e-02,-2.12000e+00,0.00000e+00,
-4.6379998e-02,-2.08000e+00,-8.00000e-03,
-4.6359997e-02,-2.04000e+00,-1.60000e-02,
-4.6340000e-02,-2.04000e+00,-1.60000e-02,
-4.6319999e-02,-2.00000e+00,-2.40000e-02,
-4.6299998e-02,-2.00000e+00,-2.40000e-02,
-4.6280000e-02,-1.96000e+00,-1.60000e-02,
-4.6259999e-02,-1.92000e+00,-1.60000e-02,
-4.6239998e-02,-1.88000e+00,-1.60000e-02,
-4.6219997e-02,-1.88000e+00,-1.60000e-02,
-4.6200000e-02,-1.84000e+00,-2.40000e-02,
-4.6179999e-02,-1.80000e+00,-4.00000e-02,
-4.6159998e-02,-1.80000e+00,-1.04000e-01,
-4.6140000e-02,-1.76000e+00,-2.48000e-01,
-4.6119999e-02,-1.76000e+00,-3.84000e-01,
-4.6099998e-02,-1.72000e+00,-3.44000e-01,
-4.6080001e-02,-1.68000e+00,-5.60000e-02,
-4.6060000e-02,-1.64000e+00,-7.20000e-02,
-4.6039999e-02,-1.64000e+00,-1.20000e-01,
-4.6019997e-02,-1.60000e+00,-7.20000e-02,
-4.6000000e-02,-1.56000e+00,-8.80000e-02,
-4.5979999e-02,-1.56000e+00,-1.20000e-01,
-4.5959998e-02,-1.52000e+00,-1.04000e-01,
-4.5940001e-02,-1.48000e+00,-6.40000e-02,
-4.5919999e-02,-1.48000e+00,-3.20000e-02,
-4.5899998e-02,-1.44000e+00,-1.60000e-02,
-4.5879997e-02,-1.40000e+00,0.00000e+00,
-4.5860000e-02,-1.40000e+00,1.60000e-02,
-4.5839999e-02,-1.36000e+00,1.60000e-02,
-4.5819998e-02,-1.36000e+00,1.60000e-02,
-4.5800000e-02,-1.32000e+00,1.60000e-02,
-4.5779999e-02,-1.28000e+00,2.40000e-02,
-4.5759998e-02,-1.24000e+00,1.60000e-02,
-4.5739997e-02,-1.24000e+00,2.40000e-02,
-4.5720000e-02,-1.20000e+00,1.60000e-02,
-4.5699999e-02,-1.20000e+00,1.60000e-02,
-4.5679998e-02,-1.16000e+00,1.60000e-02,
-4.5660000e-02,-1.12000e+00,2.40000e-02,
-4.5639999e-02,-1.08000e+00,1.60000e-02,
-4.5619998e-02,-1.08000e+00,2.40000e-02,
-4.5599997e-02,-1.04000e+00,1.60000e-02,
-4.5580000e-02,-1.00000e+00,2.40000e-02,
-4.5559999e-02,-1.00000e+00,2.40000e-02,
-4.5539998e-02,-9.60000e-01,2.40000e-02,
-4.5520000e-02,-9.20000e-01,1.60000e-02,
-4.5499999e-02,-9.20000e-01,2.40000e-02,
-4.5479998e-02,-9.20000e-01,2.40000e-02,
-4.5460001e-02,-8.40000e-01,2.40000e-02,
-4.5440000e-02,-8.40000e-01,2.40000e-02,
-4.5419998e-02,-7.60000e-01,1.60000e-02,
-4.5399997e-02,-7.60000e-01,2.40000e-02,
-4.5380000e-02,-7.20000e-01,1.60000e-02,
-4.5359999e-02,-7.20000e-01,2.40000e-02,
-4.5339998e-02,-6.80000e-01,2.40000e-02,
-4.5320000e-02,-6.40000e-01,2.40000e-02,
-4.5299999e-02,-6.00000e-01,2.40000e-02,
-4.5279998e-02,-6.00000e-01,2.40000e-02,
-4.5259997e-02,-5.60000e-01,2.40000e-02,
-4.5240000e-02,-5.60000e-01,2.40000e-02,
-4.5219999e-02,-5.20000e-01,2.40000e-02,
-4.5199998e-02,-5.20000e-01,2.40000e-02,
-4.5180000e-02,-4.40000e-01,2.40000e-02,
-4.5159999e-02,-4.40000e-01,2.40000e-02,
-4.5139998e-02,-4.00000e-01,2.40000e-02,
-4.5119997e-02,-3.60000e-01,2.40000e-02,
-4.5100000e-02,-3.60000e-01,2.40000e-02,
-4.5079999e-02,-2.80000e-01,2.40000e-02,
-4.5059998e-02,-2.80000e-01,3.20000e-02,
-4.5040000e-02,-2.80000e-01,2.40000e-02,
-4.5019999e-02,-2.00000e-01,2.40000e-02,
-4.4999998e-02,-2.00000e-01,2.40000e-02,
-4.4980001e-02,-2.00000e-01,2.40000e-02,
-4.4960000e-02,-1.20000e-01,2.40000e-02,
-4.4939999e-02,-1.20000e-01,2.40000e-02,
-4.4919997e-02,-1.20000e-01,3.20000e-02,
-4.4900000e-02,-1.20000e-01,2.40000e-02,
-4.4879999e-02,-8.00000e-02,2.40000e-02,
-4.4859998e-02,-8.00000e-02,2.40000e-02,
-4.4840001e-02,-4.00000e-02,3.20000e-02,
-4.4819999e-02,0.00000e+00,2.40000e-02,
-4.4799998e-02,4.00000e-02,2.40000e-02,
-4.4779997e-02,4.00000e-02,2.40000e-02,
-4.4760000e-02,8.00000e-02,2.40000e-02,
-4.4739999e-02,8.00000e-02,2.40000e-02,
-4.4719998e-02,1.20000e-01,2.40000e-02,
-4.4700000e-02,1.20000e-01,2.40000e-02,
-4.4679999e-02,1.60000e-01,2.40000e-02,
-4.4659998e-02,2.00000e-01,2.40000e-02,
-4.4639997e-02,2.00000e-01,2.40000e-02,
-4.4620000e-02,2.40000e-01,2.40000e-02,
-4.4599999e-02,2.40000e-01,2.40000e-02,
-4.4579998e-02,3.20000e-01,2.40000e-02,
-4.4560000e-02,3.20000e-01,1.60000e-02,
-4.4539999e-02,4.00000e-01,8.00000e-03,
-4.4519998e-02,4.00000e-01,8.00000e-03,
-4.4499997e-02,4.40000e-01,0.00000e+00,
-4.4480000e-02,4.00000e-01,-8.00000e-03,
-4.4459999e-02,4.80000e-01,-8.00000e-03,
-4.4439998e-02,5.20000e-01,-8.00000e-03,
-4.4420000e-02,5.60000e-01,-8.00000e-03,
-4.4399999e-02,5.60000e-01,-8.00000e-03,
-4.4379998e-02,5.60000e-01,-1.60000e-02,
-4.4360001e-02,6.40000e-01,-1.60000e-02,
-4.4340000e-02,6.40000e-01,-2.40000e-02,
-4.4319998e-02,6.40000e-01,-1.60000e-02,
-4.4299997e-02,6.80000e-01,0.00000e+00,
-4.4280000e-02,7.20000e-01,1.60000e-02,
-4.4259999e-02,7.20000e-01,8.00000e-03,
-4.4239998e-02,7.60000e-01,2.40000e-02,
-4.4220001e-02,8.00000e-01,1.60000e-02,
-4.4199999e-02,8.40000e-01,1.60000e-02,
-4.4179998e-02,8.40000e-01,1.60000e-02,
-4.4159997e-02,8.80000e-01,1.60000e-02,
-4.4140000e-02,9.20000e-01,2.40000e-02,
-4.4119999e-02,9.60000e-01,1.60000e-02,
-4.4099998e-02,9.60000e-01,2.40000e-02,
-4.4080000e-02,1.00000e+00,2.40000e-02,
-4.4059999e-02,1.04000e+00,2.40000e-02,
-4.4039998e-02,1.04000e+00,2.40000e-02,
-4.4019997e-02,1.12000e+00,2.40000e-02,
-4.4000000e-02,1.12000e+00,2.40000e-02,
-4.3979999e-02,1.16000e+00,2.40000e-02,
-4.3959998e-02,1.16000e+00,2.40000e-02,
-4.3940000e-02,1.20000e+00,2.40000e-02,
-4.3919999e-02,1.20000e+00,1.60000e-02,
-4.3899998e-02,1.24000e+00,1.60000e-02,
-4.3880001e-02,1.28000e+00,2.40000e-02,
-4.3860000e-02,1.28000e+00,1.60000e-02,
-4.3839999e-02,1.32000e+00,2.40000e-02,
-4.3819997e-02,1.32000e+00,2.40000e-02,
-4.3800000e-02,1.36000e+00,2.40000e-02,
-4.3779999e-02,1.40000e+00,2.40000e-02,
-4.3759998e-02,1.44000e+00,2.40000e-02,
-4.3740001e-02,1.44000e+00,2.40000e-02,
-4.3719999e-02,1.48000e+00,2.40000e-02,
-4.3699998e-02,1.52000e+00,2.40000e-02,
-4.3679997e-02,1.52000e+00,2.40000e-02,
-4.3660000e-02,1.56000e+00,2.40000e-02,
-4.3639999e-02,1.60000e+00,2.40000e-02,
-4.3619998e-02,1.60000e+00,2.40000e-02,
-4.3600000e-02,1.64000e+00,2.40000e-02,
-4.3579999e-02,1.68000e+00,2.40000e-02,
-4.3559998e-02,1.68000e+00,3.20000e-02,
-4.3539997e-02,1.72000e+00,3.20000e-02,
-4.3520000e-02,1.76000e+00,2.40000e-02,
-4.3499999e-02,1.76000e+00,2.40000e-02,
-4.3479998e-02,1.76000e+00,2.40000e-02,
-4.3460000e-02,1.80000e+00,2.40000e-02,
-4.3439999e-02,1.84000e+00,2.40000e-02,
-4.3419998e-02,1.84000e+00,2.40000e-02,
-4.3399997e-02,1.88000e+00,2.40000e-02,
-4.3380000e-02,1.92000e+00,2.40000e-02,
-4.3359999e-02,1.96000e+00,2.40000e-02,
-4.3339998e-02,2.00000e+00,2.40000e-02,
-4.3320000e-02,2.04000e+00,2.40000e-02,
-4.3299999e-02,2.08000e+00,2.40000e-02,
-4.3279998e-02,2.08000e+00,2.40000e-02,
-4.3260001e-02,2.12000e+00,2.40000e-02,
-4.3240000e-02,2.12000e+00,2.40000e-02,
-4.3219998e-02,2.16000e+00,2.40000e-02,
-4.3199997e-02,2.16000e+00,3.20000e-02,
-4.3180000e-02,2.24000e+00,2.40000e-02,
-4.3159999e-02,2.24000e+00,2.40000e-02,
-4.3139998e-02,2.24000e+00,2.40000e-02,
-4.3120001e-02,2.28000e+00,1.60000e-02,
-4.3099999e-02,2.32000e+00,1.60000e-02,
-4.3079998e-02,2.40000e+00,1.60000e-02,
-4.3059997e-02,2.36000e+00,1.60000e-02,
-4.3040000e-02,2.44000e+00,8.00000e-03,
-4.3019999e-02,2.40000e+00,8.00000e-03,
-4.2999998e-02,2.48000e+00,0.00000e+00,
-4.2980000e-02,2.48000e+00,0.00000e+00,
-4.2959999e-02,2.52000e+00,8.00000e-03,
-4.2939998e-02,2.56000e+00,0.00000e+00,
-4.2919997e-02,2.56000e+00,0.00000e+00,
-4.2900000e-02,2.56000e+00,0.00000e+00,
-4.2879999e-02,2.60000e+00,0.00000e+00,
-4.2859998e-02,2.68000e+00,0.00000e+00,
-4.2840000e-02,2.68000e+00,-8.00000e-03,
-4.2819999e-02,2.68000e+00,-1.60000e-02,
-4.2799998e-02,2.72000e+00,-1.60000e-02,
-4.2780001e-02,2.76000e+00,-1.60000e-02,
-4.2760000e-02,2.80000e+00,-2.40000e-02,
-4.2739999e-02,2.80000e+00,-3.20000e-02,
-4.2719997e-02,2.84000e+00,-4.80000e-02,
-4.2700000e-02,2.84000e+00,-7.20000e-02,
-4.2679999e-02,2.92000e+00,-9.60000e-02,
-4.2659998e-02,2.92000e+00,-1.20000e-01,
-4.2640001e-02,2.96000e+00,-1.44000e-01,
-4.2619999e-02,3.00000e+00,-1.84000e-01,
-4.2599998e-02,3.00000e+00,-2.32000e-01,
-4.2579997e-02,3.04000e+00,-2.64000e-01,
-4.2560000e-02,3.04000e+00,-2.96000e-01,
-4.2539999e-02,3.12000e+00,-2.96000e-01,
-4.2519998e-02,3.16000e+00,-2.64000e-01,
-4.2500000e-02,3.16000e+00,-2.16000e-01,
-4.2479999e-02,3.16000e+00,-1.68000e-01,
-4.2459998e-02,3.20000e+00,-1.52000e-01,
-4.2439997e-02,3.24000e+00,-1.28000e-01,
-4.2420000e-02,3.28000e+00,-1.20000e-01,
-4.2399999e-02,3.28000e+00,-8.80000e-02,
-4.2379998e-02,3.32000e+00,-6.40000e-02,
-4.2360000e-02,3.36000e+00,-4.80000e-02,
-4.2339999e-02,3.36000e+00,-3.20000e-02,
-4.2319998e-02,3.36000e+00,-2.40000e-02,
-4.2300001e-02,3.44000e+00,-1.60000e-02,
-4.2280000e-02,3.44000e+00,-1.60000e-02,
-4.2259999e-02,3.44000e+00,0.00000e+00,
-4.2239998e-02,3.48000e+00,0.00000e+00,
-4.2220000e-02,3.52000e+00,0.00000e+00,
-4.2199999e-02,3.52000e+00,0.00000e+00,
-4.2179998e-02,3.56000e+00,8.00000e-03,
-4.2160001e-02,3.60000e+00,8.00000e-03,
-4.2140000e-02,3.64000e+00,8.00000e-03,
-4.2119998e-02,3.68000e+00,1.60000e-02,
-4.2099997e-02,3.68000e+00,1.60000e-02,
-4.2080000e-02,3.68000e+00,1.60000e-02,
-4.2059999e-02,3.80000e+00,1.60000e-02,
-4.2039998e-02,3.76000e+00,1.60000e-02,
-4.2020001e-02,3.76000e+00,1.60000e-02,
-4.1999999e-02,3.84000e+00,2.40000e-02,
-4.1979998e-02,3.84000e+00,1.60000e-02,
-4.1959997e-02,3.88000e+00,1.60000e-02,
-4.1940000e-02,3.92000e+00,1.60000e-02,
-4.1919999e-02,3.92000e+00,1.60000e-02,
-4.1899998e-02,3.96000e+00,2.40000e-02,
-4.1880000e-02,4.00000e+00,1.60000e-02,
-4.1859999e-02,4.00000e+00,2.40000e-02,
-4.1839998e-02,4.04000e+00,2.40000e-02,
-4.1819997e-02,4.04000e+00,2.40000e-02,
-4.1800000e-02,4.12000e+00,2.40000e-02,
-4.1779999e-02,4.12000e+00,2.40000e-02,
-4.1759998e-02,4.12000e+00,2.40000e-02,
-4.1740000e-02,4.16000e+00,2.40000e-02,
-4.1719999e-02,4.16000e+00,2.40000e-02,
-4.1699998e-02,4.20000e+00,3.20000e-02,
-4.1680001e-02,4.24000e+00,2.40000e-02,
-4.1660000e-02,4.28000e+00,3.20000e-02,
-4.1639999e-02,4.32000e+00,2.40000e-02,
-4.1619997e-02,4.32000e+00,2.40000e-02,
-4.1600000e-02,4.36000e+00,2.40000e-02,
-4.1579999e-02,4.36000e+00,2.40000e-02,
-4.1559998e-02,4.40000e+00,2.40000e-02,
-4.1540001e-02,4.40000e+00,2.40000e-02,
-4.1520000e-02,4.40000e+00,2.40000e-02,
-4.1499998e-02,4.40000e+00,2.40000e-02,
-4.1479997e-02,4.40000e+00,2.40000e-02,
