16128,12544,19200,15360,15360,13824,10496,8448,3840,3584,1024,64256,62464,58624,53760,52993,49409,51713,45569,52481,58880,53761,56832,52737,54272,49920,47872,50176,49152,49664,47360,49408,45568,5120,59905,54785,58625,57601,57345,56577,56321,53249,51201,50177,54785,51713,47617,46337,45057,47105,43009,41217,36353,33793,36865,27905,38913,27649,25345,18945,16641,16129,17921,14081,5121,6401,2049,62209,62720,58880,61440,61184,54016,64512,15617,5121,3073,2049,6913,6657,65025,65281,2816,257,2305,10752,3584,1537,769,2561,2817,2817,2049,3841,6657,8961,20481,24065,19969,22273,27649,31489,30977,32001,32001,33025,29697,29185,27649,28161,29185,28161,23553,22529,27649,23297,24577,24065,43265,39681,39937,33793,40449,38657,27649,26113,23809,19457,12801,19457,15361,9985,7169,7681,3073,62721,63232,59648,53760,56832,52736,54784,50176,46080,46592,47872,47616,48896,50176,41984,42752,45312,50688,56320,50176,51456,49664,52736,49920,48896,50688,52480,53504,54272,62464,61184,55040,57856,64256,60672,63232,63232,512,62464,59648,59392,61952,63488,58112,61184,59648,56320,54272,59392,56576,55552,51456,54784,55552,50688,48128,41984,40960,38656,35584,36096,38144,32512,30720,28928,32256,25856,19200,31232,20992,19456,17664,19712,18688,13312,24832,22272,19968,33792,29696,29696,34048,30720,35584,38400,33792,38144,36352,36608,39424,40704,39424,44800,38400,42752,43520,47104,45312,42240,47104,45056,48640,46080,49152,48384,52736,56064,53248,54016,53504,52736,54272,62976,5376,63488,61440,58624,59136,53248,51712
16129,12545,19201,15361,15361,13825,10497,8449,3841,3585,1025,64257,62464,58624,53760,52992,49408,51712,45568,52480,58880,53760,56832,52736,54272,49920,47872,50176,49152,49664,47360,49408,45568,5120,59906,54785,58625,57601,57345,56577,56321,53249,51201,50177,54785,51713,47617,46337,45057,47105,43009,41217,36353,33793,36865,27905,38913,27649,25345,18945,16641,16129,17921,14081,5121,6401,2049,62209,62720,58880,61440,61184,54016,64512,15616,5121,3073,2049,6913,6657,65025,65280,2816,257,2305,10753,3585,1537,769,2561,2817,2817,2049,3841,6657,8961,20481,24065,19969,22273,27649,31489,30977,32001,32001,33025,29697,29185,27649,28161,29185,28161,23553,22529,27649,23297,24577,24065,43265,39681,39937,33793,40449,38657,27649,26113,23809,19457,12801,19457,15361,9985,7169,7681,3073,62721,63232,59648,53760,56832,52736,54784,50176,46080,46592,47872,47616,48896,50176,41984,42752,45312,50688,56320,50176,51456,49664,52736,49920,48896,50688,52480,53504,54272,62464,61184,55040,57856,64256,60672,63232,63232,512,62465,59648,59392,61952,63488,58112,61184,59648,56320,54272,59392,56576,55552,51456,54784,55552,50688,48128,41984,40960,38656,35584,36096,38144,32512,30720,28928,32256,25856,19200,31232,20992,19456,17664,19712,18688,13312,24832,22272,19968,33792,29696,29696,34048,30720,35584,38400,33792,38144,36352,36608,39424,40704,39424,44800,38400,42752,43520,47104,45312,42240,47104,45056,48640,46080,49152,48384,52736,56064,53248,54016,53504,52736,54272,62976,5376,63489,61440,58624,59136,53248,51712
